# Erdal Ronahî <www.ferheng.org>
# Letzte Version: 2005-07-29
# Kurdisch	Deutsch
# Kurdî	Elmanî
tiqe tiq	Geratter
tiqetiq	Kichern
tir	Abhang
tir	Furz
tir	Pfeil
tiral	faul
tirat	Aufnahme
tirat	Konkurrenz
tirc	Zitrone
tire	Faden
tire	Haar
tirê	andere
tirê	anderer
tirê	anders
tirê	außerdem
tirê	auch nicht
tirê	aufgrund von
tirê	wegen
tirimbêl	Auto
tirimbêl	Automobil
tirimbêl	Kraftwagen
tirî	Trauben
tirîj	Licht
tirîya reqî	Weintraube
Tirmeh	Juli
tirozî	Gurke
tirp	Radieschen
tirs	Angst
tirs	Furcht
tirsandin	Angst machen
tirsîn	fürchten
tirsîn <tirs>	Angst haben
tirsnak	furchtbar
tirsnak	gefährlich
tirsok	Ängstlich
tirsonek	ängstlich
tirsonek	feige
tirsonek	Feigling
tirsonek	schüchtern
tirş	sauer
tirş	Soße
tirşik	Essiggemüse
tirşik	Ragout
tirşî	Mixpickles
tirumpe	Pumpe
tirxam	Abteilung
tirxam	bestimmt
tirxam	Teil
tirxam	Truppe
tirxam	zugeteilt
tirxan kirin	abmachen
tisî	begriffsstutzig
tisî	rein
tisî	unerfahren
tişt	Ding
tişt	Sache
tişt nîne	nichts
tiştek	irgend etwas
tiştek tune	es gibt nichts
tiştek tune	nichts
tiştmişt	Dinge
tiştmişt	Sachen
tiştonek	Rätsel
titik	Abzug
tivir	Radieschen
tivir	Rettich
tivîlk	weiße Taube
tiw	Speichel
tiw	Spucke
tixub	Grenze
tixûb	Grenze
tixûb	Rand
tizbî	Gebetskette
tizbî	Rosenkranz
tizbîk	Gebetskette
tizbîk	Rosenkranz
tizrûg	Blutegel
tizrûg	Parasit
tizrûg	Schmarotzer
tî	Durst
tî	durstig
tî	Schwager
tî birîn û birçî vegerandin	durstig herbringen und hungrig zurückschicken
tî birîn û birçî vegerandin	jdn in die Tasche stecken
tî birîn û birçî vegerandin	total überlegen sein
tîhn	Durst
tîjmar	Wurm
tîk	aufrecht
tîk	gerade
tîk	kerzengerade
tîk	senkrecht
tîk	steif
tîke	Stückchen
tîke	Teilchen
tîkî	senkrecht
tîkî	steil
tîma bûn	eigenwillig sein
tîma bûn	selbstsüchtig sein
tîmsal	Inbegriff
tîmsal	Sinnbild
tîmsal	Symbol
tîn	Wärme
tînî bûn	dürsten
tîp	Buchstabe
tîp	Gruppe
tîpî	Gewitter
tîqetîq	Kichern
tîr	Achse
tîr	dunkel
tîr	Pfeil
tîr	Speer
tîr	stark
tîr û kevan	Pfeil und Bogen
tîrandaz	Pfeiler/in
tîre	Gruppe
tîremar	Natter
tîremar	Viper
tîrêj	Licht
tîrêj	Sonnenstrahlen
tîrêj	Strahl
tîrkevan	Bogen (Waffe)
tîrkevan	Pfeil und Bogen
tîrkivan	Pfeil und Bogen
tîs-tîsî kirin	klein machen
tîs-tîsî kirin	weich klopfen
tîs-tîsî kirin	zerstören
tîte	Durst
tîte	Gier
tîte	Schmuck
tîte	Verlangen
tîte	Zierde
tîtik	Furnier
tîtik	Garnierung
tîtik	Schminke
tîtik	Verzierung
tîtikî	Furnier
tîtikî	Garnierung
tîtikî	Schminke
tîtikî	Verzierung
tîtî	Durst
tîtî	Gier
tîtî	Schmuck
tîtî	Verlangen
tîtî	Zierde
to	Rahm
tobe	Bitte um Vergebung der Sünden
tobe	Sühne
tobe kirin	abschwören
tobe kirin	bedauern
tobe kirin	bereuen
tobe kirin	geloben etwas nicht zu tun
tobe kirin	nie mehr tun werden
todan	Milchverarbeitung
todan	Milchzubereitung
tofan	Sintflut
tofan	Taifun
tofan	Überschwemmung
tol	flegelhaft
tol	grob
tol	Rache
tol	Vergeltung
tolaz	Landstreicher
tolaz	müßig
tole	Strafe
tolgîn	Geranie
tolhildan	Rache
tolme	Hirseklöße in Kohlblättern
tolme	Kohlroulade
tomargeh	Studio
tomarkirin	eintragen
tomberî	ganz
tomberî	Gesamtheit
tomberî	unversehrt
tomerî	ganz
tomerî	Ganzheit
tomerî	Gesamtheit
tomerî	Ungeteiltheit
tomerî	unversehrt
top	Kanone
top	Kugel
top kirin	addieren
top kirin	versammeln
top kirin	zusammen trommeln
top kirin	zusammenrufen
topa stuyê	der ganze Hals
topa stuyê	Halsansatz
tor	Falle
tor	Fischnetz
tor	Netz
tore	Anständigkeit
tore	Kunst
tore	Moral
tore	Sittlichkeit
torên stuyê	Halsnetz
torên stuyê	Stola
torin	Enkelkind
torîk	Schakal
tort	Bodensatz
tort	Sediment
totik	intelligenz
totik	kleine Pirogge
totik	kleiner Fladen
totikvala	blöde
totikvala	dumm
toto	Ende der Welt
toto	Grundlage der Welt
tov	Korn
tov	Saatgut
tov	Saatkorn
tov	Samen
toz	Staub
toz-xûbar	Staub
tozî	Schnitte
tren	Zug
trênxane	Bahnhof
tu	du
tu	nie
tu	niemals
tu caran	gar nichts
tu caran na	niemals
tu qilê nabîne	nichts Anstößiges sehen
tu qilê nabîne	nichts Schmutziges sehen
tu tişt	gar nichts
tu tişt	nichts
tucar	Kaufmann
tucara	nie
tucaran	nie
tuldan	springen
tulum	Dudelsack
tum	dauernd
tum	immer
tum	ständig
tum	stets
tum	unveränderlich
tund	dick
tund	kräftig
tund	scharf
tundraw	radikal
tundurist	Tauglicher
tundurist	Wehrtauglicher
tune	abwesend
tune kirin	abschaffen
tunsiz	nicht dicht
tur-tela kirin	belästigen
tur-tela kirin	hart herannehmen
tur-tela kirin	stark zusetzen
turt	hart
turt	streng
turt	unnachgiebig
turuş	Risiko
turuş kirin	erdreisten, sich ~
turuş kirin	erkühnen, sich ~
turuş kirin	riskieren
turuş kirin	wagen
tû	Spucke
tûj	scharf
tûj	schneidend
tûj	spitz
tûj	stechend
tûjkirin	scharfen
tûk	Daune
tûk	Feder
tûk	Haar
tûk	Speichel
tûm	Hügel
tûm	Hügelchen
tûqesp	schwarze Maulbeere
tûr	Beutel
tûr	Plastiktüte
tûr	Quersack
tûr	Sack
tûr-tela kirin	aufreiben
tûr-tela kirin	stark zusetzen
tûra	Namenszeichen
tûra	Wahrzeichen
tûrik	Beutel
tûrik	Sack
tûşîhevbûn	begegnen
tûşîhevbûn	zusammenstoßen
tût	Maulbeere
tûtevîn	Sittich
tûtik	Hupe
tûtya	Zink
ufekuf kirin	stöhnen
ulmdar	Wissenschaftler
umr	Leben(salter)
unda	Abgrund
unda	Verderben
unda	Verlorengehen
uris	Russe
uslub	Art
uslub	Art und Weise
uslub	Manier
uslub	Stil
uslub	Weise
uslûb	Art
uslûb	Art und Weise
uslûb	Manier
uslûb	Stil
uslûb	Weise
ustirî	Dorn
ustî	Hals
utî	Bügeleisen
û	und
ûcdan	Gewissen
ûn	Blut
ûnîversîte	Universität
ûr	Innerei
ûrikê piçûk	Unterleib
ûris	Russe
ûsa	so
ûsil	Grundsatz
ûsil	Prinzip
ûsil	Regel
ûslib	Art
ûslib	Art und Weise
ûslib	Manier
ûslib	Stil
ûslib	Weise
ûşt	Grund
ûşt	Ursache
va ye	hier
va ye	hier ist
vadera	hier
vajî	verkehrt
vajîkirin	umkehren
vala	inhaltslos
vala	leer
valahî	Raum
van	diese (Pl.)
van	diese (Pl.)
vatinî	Aufgabe
vatinî	Funktion
ve kirin	auftun
veberhênan	ökonomische Investition
vebûn	aufblühen
vebûn	blühen
vebûn	entfalten, sich ~
vebûn	öffnen, sich ~
vebûn <ve...b>	trennen, sich ~
veciniqandin <ve...ciniqîn>	aufscheuchen
veciniqandin <ve...ciniqîn>	erschrecken
veciniqandin <ve...ciniqîn>	Schreck einjagen
veciniqîn <ve...ciniq>	aufschrecken
veciniqîn <ve...ciniq>	aufspringen
veciniqîn <ve...ciniq>	überraschen
veciniqîn <ve...ciniq>	von Furcht ergriffen sein
veçirîn <ve...çir>	auszupfen
veçirîn <ve...çir>	zerreißen
veçirîn <ve...çir>	zupfen
vedan	aufzucken
vedan	graben
vedan	stechen
vedan <ve...d>	abtrennen
vedan <ve...d>	aufhören
vedan <ve...d>	ausgraben
vedan <ve...d>	beißen
vedan <ve...d>	durchgraben
vedan <ve...d>	stechen
vedan <ve...d>	verbreiten
vedan <ve...d>	verstreuen
vedana birûskan	blitzen
veder	isoliert werden
vederkirin	isolieren
vedizîn	sich verstecken
vedîtin	erdenken
veger	Zurückkommen
vegerandin	umdrehen
vegerandin	wiederholen
vegerandin	zurückkehren
vegerandin <vegerîn>	zurückbringen
vegerandin <vegerîn>	zurückgeben
vegerandin <vegerîn>	zurückschicken
vegeriyan <ve...ger>	umdrehen
vegeriyan <ve...ger>	zuwenden, sich ~
vegerîn	zurückkommen
vegerîyan	umkehren
vegerîyan	zurückkehren
vegevizandin <ve...gevizîn>	herumrollen
vegevizandin <ve...gevizîn>	herumscharren
vegevizandin <ve...gevizîn>	herumwälzen
vegevizandin <ve...gevizîn>	herumwühlen
vegevizandin <ve...gevizîn>	scharren
vegevizandin <ve...gevizîn>	übereinander herfallen lassen
vegevizandin <ve...gevizîn>	umherwälzen, sich ~
vegevizandin <ve...gevizîn>	wälzen, sich ~
vegevizandin <ve...gevizîn>	wühlen
vegevizîn <ve...geviz>	rollen, sich ~
vegevizîn <ve...geviz>	wälzen, sich ~
vegirtin	fangen
vegirtin	zurückziehen
vegirtin <ve...gir>	ausweiten
vegirtin <ve...gr>	anstecken
vegirtin <ve...gr>	aufschlagen
vegirtin <ve...gr>	ausdehnen
vegirtin <ve...gr>	befallen
vegirtin <ve...gr>	einnehmen
vegirtin <ve...gr>	nehmen
vegirtin <ve...gr>	öffnen
vegirtin <ve...gr>	zurückerobern
vegirtin <ve...gr>	zurücknehmen
vegotin	erzählen
veguhaztin <ve...guhêz>	transportieren
veguhaztin <ve...guhêz>	weitergeben
veguherandin	bekehren
veguherîn	verändern, sich ~
veguhêztin	berufen
veguhêztin	tragen
veguhêztin	übertragen
vehanîn	zurückbringen
vehatin	wiedergeschehen
vehes	Pause
vehesî	ruhe
vehesîn	Pause machen
vehesîn	sich niederlegen
vehiştin	zurücklassen
vejandin	leben lassen
vejandin	wiederbeleben
vejandin <ve...jîn>	wiederbeleben
vejartin	trennen
vek re	damit
vek re	gemeinsam
vek re	mit
vek re	zusammen
veketin <ve...kev>	anzünden
veketin <ve..kev>	angezündet sein
veketin <ve..kev>	legen
vekirin	aufmachen
vekirin <ve...k>	öffnen
vekirî	geöffnet
vekirî	offen
vekirî	scheinbar
vekişan <ve...kiş>	gespannt werden
vekişan <ve...kiş>	überziehen
vekişan <ve...kiş>	zurückziehen
vekişan <ve...kiş>	zurückziehen, sich ~
vekişîn <ve...kiş>	abstehen
vekişîn <ve...kiş>	gespannt werden
vekişîn <ve...kiş>	überziehen
vekişîn <ve...kiş>	zurückziehen
vekît	Rechtschreibung
vekolîn <ve...kol>	observieren
veled	Bankert
veled	Kind
velerzîn	vibririeren
velo kirin	durchsuchen
velo kirin	überprüfen
vemirandin	auslöschen
vemirandin	ausschalten
vemirandin	löschen
vemirandin <ve...mirîn>	ausdrücken
vemirandin <ve...mirîn>	auslöschen
vemirandin <ve...mirîn>	löschen
vemirîn	abgestorben
vemirîn	ausgehen (Licht)
vemirîn <ve...mir>	ausgelöscht werden
vemirîn <ve...mir>	erlöschen
vemirîn <ve...mir>	verlöschen
venandin	pflanzen
venasîn	akzeptieren
venasîn	erkennt werden
veniştin <ve...niş>	landen
veniştin <ve...niş>	niederlassen, sich ~
veniştin <ve...niş>	nisten
veniştin <ve...niş>	setzen, sich ~
ventîlator	Ventilator
vepirsîn	untersuchen
veqetandin <ve...qetîn>	abteilen
veqetandin <ve...qetîn>	auseinanderhalten
veqetandin <ve...qetîn>	trennen
veqetandin <ve...qetîn>	unterscheiden
veqetiyan <ve...qet>	ausscheiden
veqetiyan <ve...qet>	scheiden, sich ~
veqetiyan <ve...qet>	trennen, sich ~
veqetîn	abweichen
veqetîn	Abzweigung
veqetîn	ausscheiden
veqetîn	verlassen
veqetîn <ve...qet>	ausscheiden
veqetîn <ve...qet>	scheiden, sich ~
veqetîn <ve...qet>	trennen, sich ~
vereşan <ve...reş>	auffasern, sich ~
vereşan <ve...reş>	auftrennen
vereşan <ve...reş>	erbrechen
vereşan <ve...reş>	erbrechen, sich ~
vereşan <ve...reş>	übergeben, sich ~
vereşandin <ve...reşîn>	auftrennen
vereşandin <ve...reşîn>	entwirren
vereşandin <ve...reşîn>	erbrechen machen
vereşîn	übergeben, sich ~
verêbûn	Überweisung
verêj	Buch
verêkirin	auf den Weg bringen
verêkirin	verabschieden
verişîn <veriş>	erbrechen, sich ~
verişîn <veriş>	übergeben, sich ~
verşîn <veriş>	erbrechen, sich ~
verşîn <veriş>	übergeben, sich ~
verşîn <verş>	auffasern, sich ~
verşîn <verş>	auftrennen
verşîn <verş>	erbrechen
vesî kirin	ausruhen, sich ~
veşare	Geheimnis
veşartin	verbergen
veşartin <ve...şêr>	verstecken
veşartin >ve...şêr>	begraben
veşartin >ve...şêr>	verbergen
veşartin >ve...şêr>	vergraben
veşartonek	Versteckspiel
veşûştin	spülen
vewestan	Pause
vewestan	Vergnügen
vewestîn	sich entspannen
vewestîn	sich niederlegen
veweşandin <ve...weşîn>	im Kreise schwingen
veweşîn <ve...weş>	versetzt werden
veweşîn <ve...weş>	verteilt werden
vexwandin <ve...xwîn>	einladen
vexwarin	Getränk
vexwarin	trinken
vexwarî	betrunken
vexwendin	auffordern
vexwendin	einladen
vexwendin	herbeirufen
vezandin	auslöschen
vezandin	löschen
vezel	Pullover
vê	ohne
vê ra	damit
vê ra	gemeinsam
vê ra	mit
vê ra	zusammen
vê re	mit
vê re	zusammen
vêca	dann
vêca	dieses Mal
vêga	in diese Zeit
vêga	jetzt
vêketin	angezündet sein
vêketin	angezündet werden
vêketin (Lampe)	brennen
vêkra	gemeinsam
vêkra	miteinander
vêkra	zusammen
vêlik	Hülle
vêlik	Sack
vêlik	Tasche
vêlik	Überzug
vêsa xwe girtin	ausruhen, sich ~
vêsan <vês>	ausruhen, sich ~
vêsandin	auslöschen
vêsî kirin	ausruhen, sich ~
vêsî kirin	ausspannen
vêsî kirin	Rast einlegen
vêsîn	sich auslöchen
vêtrîn	Schaufenster
vêxistin	anschalten
vêxistin	schalten
vêxistin <vê...x>	anzünden
vêxistin <vê...x>	entfachen
vi	dass
vinge	Geräusch beim Drehen einer Spindel
vingek	Geräusch beim Drehen einer Spindel
vingîn <vingê>	schnurren
vingîn <vingê>	summen
vingîn <vingê>	surren
vir	hier
vir	Lüge
vir kirin	lügen
vira	hier
vira	hierher
virek	Lügner
virek	Lügner/in
virik	Durchfall
virîk	Durchfall
virîkîbûn	Durchfall haben
virkirin	lügnen
virnî	neugeboren
virnî	spätgeboren
virnî	spätgewachsen
vî	diese/r/s
vîn	müssen
vîn	sollen
vîn/vîyan	wollen
vîza	Visum
vîzevîz û hîsehîs	Sausen
vîzevîz û hîsehîs	Zischen
wan	ihnen (Dativ von „sie“)
wan	sie (3. Pl.)
wane	Lektion
wane	Unterricht
wanegeh	Klassenzimmer
wanî	so
wanî	wie das
wanî	wie dies
wanra	ihnen (Dativ von „sie“)
waqandin <waqên>	heulen
waqandin <waqên>	krächzen
waqandin <waqên>	quaken
war	Boden
war	Gebiet
war	Gegend
war	Lager
war	Lagerplatz
war	Landsitz
war	Ort
war	Platz
war	Wohnhaus
war	Wohnstätte
war	Wohnung
war	Zone
wargeh	Kamp
wargeh	Lager
warvan	Bevölkerung
warwenda	Besitz, der nicht an die Kinder vererbt wird
warxan	Mietshaus
waşe	Sperber
wate	Bedeutung
wate	nämlich
wate	Sinn
watedar	bedeutungsvoll
way	ach!
way	leider!
way	weh!
waye	guck!
waye	hier ist es!
waye	hier!
waye	schau!
waye	sieh!
we	euch
we	Ihnen (Dativ von „Sie”)
we	Ihr (Genitiv von „Sie”)
we	sie (2. Pl.)
weha	so
wek	als (vergl.)
wek	gleichsam
wek	so
wek	so wie
wek	wie
wekhev	ähnlich
wekhev	gleich
wekhevî	Ähnlichkeit
wekhevî	Gleichberechtigung
wekhevî	Gleichheit
wekhevî	gleichkeit
wekilandin <wekilîn>	sprechen
wekilandin <wekilîn>	wiederholen
wekî	als (vergl.)
wekî	angeblich
wekî	auf gleiche Weise
wekî	gleichsam
wekî	so
wekî	sofern
wekî	wenn
wekî	wie
wekî din	Sonst
wekî ko	als ob
wekî mînak	zum Beispiel
wekîl	Vertreter
wekok	Beispiel
wekok	Exemplar
welat	Heimat
welat	Heimatland
welat	Land	n (Staat)
welat	Land
welat	Vaterland
welatî	Bürger
welatparêz	Patriot
welatvan	Bürger
weled	Bankert
weled	Kind
welê	also
welê	so
welê	solch
welê	solche
welgerandin	niederreißen
welgerandin	umkippen
welgerandin	umstürzen
welidandin <welidîn>	gebären
welidandin <welidîn>	hervorbringen
welidandin <welidîn>	niederkommen
welidandin <welidîn>	zur Welt bringen
welidîn <welid>	gebären
welidîn <welid>	geboren werden
welî	Heiliger
welî	Knecht Gottes
wenda bûn	verschwinden
wenda bûn	verschwunden
wenda kirin	verlieren
wendabûna bê wujdan	gewissenloses Verlorensein
wendakirina bê	künftiger Verlust (des Jenseits, der unsichtbaren Welt)
wer	also
wer	herum
wer	Ort
wer	Platz
wer	so
wer kirin	ausgießen
wer kirin	bestreuen
wer kirin	vergießen
wer kirin	werfen
wera	Ihnen (Dativ von „Sie”)
weranîn	bringen
weranîn	mitbringen
werar	Entwicklung
werdanname	Briefumschlag
werdanname	Umschlag
werdek	Ente
werdek	Wildente
werê	so
werger	Dolmetscher
werger	Übersetzung
wergerandin	niederreißen
wergerandin	übersetzen
wergerandin	umkippen
wergerandin	umstürzen
wergervan	Dolmetscher
wergêr	Dolmetscher
wergirtin	bekommen
wergirtin <wer...gir>	anziehen (jdn./sich)
wergirtin <wer...gir>	bekommen
wergirtin <wer...gir>	empfangen
wergirtin <wer...gir>	erhalten
wergirtin <wer...gir>	übernehmen
wergirtin <wer...gir> 	nehmen
werimandin	aufblasen
werimîn	anschwellen
weris	Lasso
weris	Schnurr
weris	Seil
werisê xerboqekirî	Lasso
werisê xerboqekirî	zur Schlinge gemachtes Seil
weritandin	irren
weritîn	sich irren
werîs	Kordel
werîs	Schnur
werîs	Seil
werkirin	ausgießen
werkirin	bestreuen
werkirin	vergießen
werkirin	werfen
werqilîn	bleiben
werşe	Werkstatt
werz	Gemüsegarten
werz	Jahreszeit
werze	Plantage
werzîş	Sport
werzîşkar	Sportler/in
wesandin	bestellen
wesandin <wesîn>	befehlen
wesandin <wesîn>	bestellen
wesem	Schminken
wesiyet	Testament
wesiyet	Vermächtnis
west girtin	sich niederlegen
westabûn	Ermüdung
westabûn	Müdigkeit
westan <west>	müde sein
westan <west>	müde werden
westandin	ermüden
westgeh	Haltestelle
westiyan	müde werden
westîn	sich ermüden
westîn <west>	müde sein
westîn <west>	müde werden
westîya	müde
weşan	Sendung
weşandin	schütteln
weşandin	senden
weşandin	sich ausbreiten
weşandin	verstreuen
weşandin <weşîn>	streuen
weşanger	Redakteur
weşanxane	Verleger
weşin (Blätter)	herabfallen
wext	Zeit
wextê ku	als (zeitl.)
wextê ku	wenn (zeitl.)
wey!	Ach! (Ausruf des Bedauerns)
weyset	Testament
weyset	Vermächtnis
wezaret	Ministerium
wezin	Versmaß
wezîfe	Aufgabe
wezîfe	Dienst
wezîfe	Funktion
wezîfe	Pflicht
wezîfe	Verpflichtung
wezîr	Minister
wezîr	Minister/in
wê	diese/r/s
wê	ihr (Genitiv von „sie”)
wê	sie (3. Sg.)
wêda	dahin
wêda	dorthin
wêderê	dort
wêje	Literatur
wêjenas	Literatur Experter/in
wêne	Bild
wêne	Foto
wêne	Fotografie
wêne	Gemälde
wêne	Photo
wênegirtin	bilden
wêneguhêz	Fernsehen (übertragenes Bild)
wêran	ruiniert
wêran	vernichtet
wêran	wagen
wêran	zerstört
wêran <wêr>	erdreisten, sich ~
wêran <wêr>	erlauben, sich ~
wêran <wêr>	getrauen, sich ~
wêran <wêr>	trauen, sich ~
wêran <wêr>	wagen
wêran kirin	verwüsten
wêrîn	sich trauen
wêrîn	wagen
wêrîn <wêr>	erdreisten, sich ~
wêrîn <wêr>	erlauben, sich ~
wêrîn <wêr>	trauen, sich ~
wêrîn <wêr>	wagen
wiha	so
wiha	solch
wilo	also
wilo	auf diese Art und Weise
wilo	so
wilo	solch
winda	fehlend
winda bûn	verirren	(sich)
windabûn	abhanden kommen
windabûn	verloren gehen
windabûn	verschwinden
windakirin	einbüßen
windakirin	verlieren
wir	da (örtl.)
wir	dort
wira	da (örtl.)
wira	dort
wird	Gebet
wisa	also
wisa	so
wisa	solch
wişe	Wort
wişne	Weichsel	(–e)
wize	Energie
wize	Gewalt
wî	er
wî	ihm
wî	ihn
wî	sein
wî bi min nedaba kirin	er ließe mich nicht machen
wî bi min nedaba kirin	er ließe mich nicht tun
wîcdan	Gewissen
wîçewîç	Gezirpe
wîçewîç	Gezwitscher
wîjdan	Gewissen
wîlayet	Provinz
wîra	ihm
wîsapir	soviel
wuşe	Wort
xaç	Kreuz
xaçepirs	Puzzle
xaçerê	Kreuzweg
xaçerê	Straßenkreuzung
xaçerê	Wege
xaçerêz	Puzzle
xaçirek	Pfad
xaçparêz	Christ
xaçperest	Christ
xaçperest	Kreuzverteidiger/in
xaçxane	Kirche
xak	Boden
xak	Erde
xak	Grund
xak	Heimat
xak	Heimatland
xak	Land
xak	Landsitz
xal	Fleck
xal	Materie
xal	Muttermal
xal	Onkel (Bruder der Mutter)
xal	Punkt
xal	Schönheitsfleck
xalbendî	Zeichensetzung
xalifîn	aufgehalten werden
xalifîn	verspäten, sich ~
xalifîn	verwirren
xalifîn	verzögern
xalifîn	vom Weg abbringen
xalî	Asche
xalî	einsamer, wenig frequentierter Ort
xalî	Erde
xalî	hohl
xalî	leer
xalî	Staub
xalîçe	Teppich
xalîçe	Teppich aus Wolle
xalîçe	wollener Teppich mit dickem Flausch
xalîçe	Wollteppich
xalojin	Frau des Onkels
xaltî	Schwester der Mutter
xaltî	Tante (mütterlicherseits)
xaltî	Tante (Mutterschwester)
xalxalok	Marienkäfer
xama	ausgewachsen
xama	erwachsen
xamoş	antisozial
xan	Haus
xane	Haus
xane	Wohnung
xang	Schwester
xanim	Dame
xanî	Gebäude
xanî	Haus
xanî	Wohnung
xapandin	beschwindeln
xapandin	betrügen
xapandin <xapîn>	betrügen
xapandin <xapîn>	irreführen
xapandin <xapîn>	täuschen
xapîn	betrügt werden
xapînok	Betrüger/in
xar	Dorn
xar	Murmel
xar	Pferderennen
xar	schief
xar	Stachel
xar kirin	abbiegen
xar kirin	anstürmen
xar kirin	beugen
xar kirin	Kurve machen
xar kirin	leicht berühren
xar kirin	machen, sich krumm ~
xarbûn	beugen
xarinxane	Restaurant
xarza	Neffe
xarza	Nichte
xarza	Schwesterkind
xas	außergewöhnlich
xas	barfuß
xas	besonders
xas	privat
xasî	barfuß
xasî	barfüßig
